# {'CV_max': [0.01, 0.15], 'tau_in': [0.01, 0.3], 'tau_out': [1, 30], 'tau_open': [65, 215], 'APD_max': [120, 270]} -- created 11/02/2021 05:40PM
0.00443411 0.13149639 8.29990754 211.91292861 72.78445421
0.00666509 0.27792461 28.40288489 128.59875786 47.13655158
0.00203944 0.04908723 22.15229967 176.56849875 41.28041356
0.00326376 0.20825652 4.29950660 151.50741632 132.83525976
0.00072707 0.11408756 18.76033801 85.32460619 36.44865403
0.00328014 0.18778031 1.78670110 73.94640729 130.51167757
0.00116221 0.27618056 7.69124086 98.42059744 89.46010052
0.00477297 0.27877482 23.33591526 178.33686418 53.50626645
0.01216662 0.24691894 29.23630240 132.27773209 50.52428151
0.00017774 0.16030581 14.23889807 93.75779177 52.15991729
0.01601937 0.29870315 9.11210056 149.26304623 91.65999008
0.00319602 0.04640761 19.68306262 143.92053841 50.20761971
0.01081922 0.16483664 9.42547741 126.22942351 62.50730606
0.00519146 0.08298502 17.82561550 115.38303260 59.42811313
0.00055992 0.02319428 12.62179512 73.27983996 56.81665171
0.00067002 0.13343729 28.55261785 133.21852562 48.27945506
0.00046528 0.04176255 3.22870267 187.43971915 52.06136238
0.00035296 0.23837599 2.14086801 73.02790134 215.45007970
0.00022098 0.24934455 12.73011013 110.91030270 92.46600425
0.00321305 0.06962982 3.40778345 200.58494048 94.96050342
0.01128157 0.21396096 5.77823970 139.55879415 103.59721974
0.00661621 0.16224900 11.18538964 134.69291051 74.59183634
0.00006679 0.03350716 20.77581299 70.13889954 42.18374769
0.00021081 0.29553493 27.61837135 94.87161757 59.10798955
0.00209069 0.11502306 8.48887762 178.96368715 52.81418828
0.00110763 0.18535017 26.75490025 173.45855514 60.65458276
0.00520361 0.08545083 4.97110949 153.83368815 88.74861885
0.00014558 0.27694153 27.17197113 92.39434697 61.75915442
0.00128874 0.10151852 28.17206891 129.14689854 50.32584565
0.00055148 0.06901845 2.82995527 89.51609558 60.22296508
0.00020321 0.01591307 28.28713727 204.17962127 39.59899626
0.01064536 0.20860292 3.72830489 203.08500771 165.59631671
0.01127334 0.16919981 28.22122686 208.66155342 57.13349238
0.00090945 0.22281202 12.10771723 92.26766580 88.54160181
0.00092723 0.08099402 9.96814905 129.47469410 71.70599717
